year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,59056,13 자메티,스릴러,겔라 바브루아니,게오르게 바블루아니,세바스찬(게오르기 바블루아니)은 그루지아에서 프랑스로 이민온 집안 출신으로 집수리를 해주면서 받는 돈으로 어렵게 생활을 꾸려가는 22세의 젊은이다. 어느 날 지붕 수리를 맡게된 집에서 일하면서 우연히 집주인 장 프랑스와에게 보내진 봉투를 받게된다. 봉투안에는 파리행 열차 티켓과 호텔 예약확인서가 들어있고... 우연히 집 주인이 죽어버리자 세바스찬은 그 대신 기차 티켓을 가지고 파리에 가서 지정된 호텔에 묵게된다. 호텔방에서 다음 지시를 받은 세바스찬은 지시를 받은 대로 파리 근교 작은 역으로 가게되고 결국 숲속에 있는 커다란 저택에 도착하게 된다. 저택 내부에는 이상한 분위기가 감돌고 세바스찬은 신변의 위험을 느끼며 이곳에서 도주하려 한다.   하지만 결국 도망치지 못한 그는 어쩔 수 없이 저택에서 벌어지는 기괴한 게임의 선수로 참가하게 된다. 저택 1층의 거대한 홀에서 벌어지는 게임에는 모두 13명의 선수가 참여한다. 그 게임은 총을 가진 선수들이 원형으로 둘러싼채 가운데 있는 전등이 켜지면 일제히 방아쇠를 당기는‘집단 러시안 룰렛’! 게임은 최후의 한 명이 살아남을 때까지 계속되고 최후의 생존자에게는 85만 유로의 상금이 주어진다. 홀의 주변에는 선수들에게 판돈을 건 도박사들이 마른 침을 삼키면서 관객의 역할을 한다. 푼돈이라도 벌 수있지않을까 하는 단순한 생각에서 왔던 세바스찬은 목숨을 건 게임을 시작하게 된다.   영화제 소개글. 집 수리공으로 일하고 있는 세바스찬은 매일 자살을 시도하는 집주인 앞으로 배달된 편지 한 통을 몰래 훔친다. 편지 내용은 정기적으로 열리는 특정한 게임에 참가하면 많은 돈을 벌 수 있다는 것. 가난한 가족을 부양해야 하는 그로선 이 막연한 내용에 귀가 솔깃해져 무작정 게임이 열리는 장소로 찾아간다. 결국 그는 자신의 운명이 파국으로 치닫는다는 것을 전혀 모르는 채 이상할 만큼 철저한 보안 속에서 게임에 참여하게 된다. 마치 누군가의 비참한 현실을 다큐멘터리로 보는 듯한 충격과 생생함이 오랫동안 기억에 남을 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64995,1408,공포, 스릴러,미카엘 하프스트롬,존 쿠삭, 사무엘 L. 잭슨,어린 딸을 잃은 공포소설 작가 마이크 엔슬린(존 쿠삭 분)은 ‘사후세계’라는 소재에 사로잡혀 있다. 그는 초현실적인 공포를 소설로 쓰는 베스트셀러 작가지만, 눈에 보이는 것 외에는 아무것도 믿지 않는 회의론자이다. 어느 날 그에게 날아온 낯선 엽서 “Don’t enter 1408!” (1408호에 절대 들어가지 마시오).   새로운 작품을 구상 중이던 마이크는 미스터리로 가득한 뉴욕의 돌핀 호텔을 찾는다. 호텔 지배인 제럴드 올린(사무엘 L. 잭슨 분)은 95년간 1408호에 묵은 투숙객들이 1시간을 못 넘기고 죽은 일들을 알려주며 들어가지 말라고 강력히 경고하지만 마이크는 기어코 그 방에 들어선다. 1초 앞을 예상할 수 없는 1408의 무한공격!   보이는 것 외에는 아무것도 믿지 않는 마이크의 눈 앞에서 상상을 초월한 미스터리한 현상들이 벌어지면서 현실과 환상이 넘나 들고 그 방에서 죽은 사람들의 혼령이 나타나 끊임없이 그를 위협한다. 심리적 공포와 맞서던 그에게 초강력 다이나믹한 공포의 공격이 시작되고 극도의 공포감 속에서 마이크는 1408호와의 처절한 사투를 벌인다. 살아남기 위해 주어진 시간은 단 한 시간. 1408호의 정체는 무엇인가? 과연 마이크는 살아남을 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61103,1번가의 기적,코미디, 드라마,윤제균,임창정, 하지원,재개발의 막중한 임무를 띠고 에쿠스를 끌며 폼 나게 1번가에 나타난 날건달, 필제. ‘천하의 나쁜 노무새끼’가 되어 피도 눈물도 없이 무대뽀로 마을 사람들을 밀어내려 단단히 맘을 먹었건만 도착한 첫날부터 맞닥뜨린 깡따구 센 여자 복서 명란을 비롯하여 예측불허의 마을 사람들로 인해 필제의 계획은 꼬이기 시작한다.   버스보다 발이 빠르고 말보다 주먹이 앞서는 명란은 몸이 불편한 아버지와 동생을 돌보면 서도 아빠에게 자랑스런 딸이 되기 위해 동양 챔피언의 꿈을 다지며 꿋꿋하게 살아간다. 이런 명란과 사사건건 엮이게 된 필제는 재개발은 커녕 명란의 뒤치닥거리 하기에 바쁘다. 엎친 데 덮친 격으로 필제가 하는 짓들이 마냥 신기하기만 한 일동, 이순 남매는 순 수함으로 필제를 제압하고, 그를 두려워하기는 커녕 일까지 시켜먹는 마을사람들로 인해 필제는 동네의 온갖 잡일을 도맡아 하게 된다. 급기야 그는 동네 아이들에게 날건달이 아닌 슈퍼맨으로  통하기에 이르는데…   ‘마을 접수’라는 애초의 목적 달성에서 점점 멀어져만 가는 필제, ‘동양챔피언’의 꿈을 향해 계속 달리는 명란, 그리고 각자의 꿈을 안고 살아가는 ‘1번가’ 사람들. 서로간의 묘한 유대감을 쌓아가면서 나아갈 수도 물러설 수도 없는 이 상황에서, 필제는 과연 임무를 완수할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66664,푸른 물고기,,김수룡,고소영, 박정철,국도를 달리던 현우(박정철)는 논두렁에 전복된 차에서 연기가 피어 오르는 것을 발견한다. 차안에 사람이 있는 것을 본 현우는 황급히 차로 달려간다. 현우가 은수(고소영)를 구출하자 마자 차는 폭발하고 불길이 하늘높이 솟는다. 현우와 술을 마시던 종호(안정훈)와 구영(정상훈)은 은수가 현우에게 필이 꽂힌 것 같다며 너스레를 떤다. 다음날 정비소로 간 은수는 현우로부터 차를 폐차하는 것이 나을 것 같다는 말을 듣고 난감해 한다. 현우는 차가 없는 은수를 픽업해 공연장까지 데려다 주고 강원도 은수의 고향까지도 동행한다. 클럽에 함께 간 은수는 암전이 되자 공포감이 밀려들고 현우는 그런 은수를 따뜻하게 포옹하는데...   고소영의 9년 만의 컴백 드라마. 5%란 참담한 시청률을 기록하고 슬그머니 사라졌다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,47342,푸싱 데이지,,앨런 크로에커, 베리 소넨필드,리 페이스, 안나 프릴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,58736,푸치니 초급과정,코미디, 멜로/로맨스,마리아 매겐티,엘리자베스 리저, 저스틴 커크, 그레첸 몰,자신을 레즈비언으로 생각하는 알그라는 사만사를 사랑하지만 결코 그 사실을 입 밖에 내지 않는다. 한편 그레이스는 필립을 사랑하고 있지만 그는 그녀와 결혼하지 않을 것이다. 사만사는 알그라를 떠나고, 알그라는 필립을 만나고 필립은 그레이스를 떠난다. 알그라는 우연히 만난 필립과 사귀게 되고 동시에 그레이스를 만나게 된다. 그레이스는 알그라에게 반하고 알그라도 그레이스에게 빠져든다. 알그라는 필립과 그레이스를 동시에 사귀지만 그 둘이 커플이었다는 사실은 모른다. <푸치니 초급과정>은 우연한 만남과 심리적인 변명에 대한 짧은 이야기이자 성 정체성을 떠나서 각각의 관계에 성실하고자 하는 한 여자의 여정을 그려 내고 있는 세련된 스크루볼 섹스 코미디다.   <두 소녀의 놀라운 모험 The Incredibly True Adventure of 2 Girls in Love>으로 미국 독립영화와 레즈비언 영화를 동시에 개척했던 마리아 마겐티 감독이 2000년대에 이념적인 주제가 없는 새로운 레즈비언 영화의 시대를 예고하는 <푸치니 초급과정>을 만들었다. 이 영화 속에서 성적인 취향은 언제나 흐르는 것이며 그것에 대해서 변명이나 죄의식을 필요가 없는 것으로 그려진다. 또한 성 정체성의 문제는 정치적인 접근이 아니라 오히려 농담스런 어조가 느껴질 정도로 언제나 변화 가능한 것으로 재현되고 있다. 엘리자베스 리저, 저스틴 커크, 그레첸 몰이 힘들이지 않고 매력적으로 연기해내는 영리하고 거침 없는 대사들이 영화에 힘을 더한다.   알그라, 사만사, 필립, 그레이스 등 네 명의 남녀가 서로 물리고 물리면서 벌어지는 로맨스 코메디. <두 소녀의 놀라운 모험 The Incredibly True Adventure of 2 Girls in Love>으로 미국 독립영화와 레즈비언 영화를 동시에 개척했던 마리아 마겐티 감독이 2000년대에 들어 진가신 감독과의 시나리오 작업을 거쳐서 이념적인 주제가 없는 새로운 레즈비언 영화의 시대를 예고하는 <푸치니 초급과정>을 만들었다. 이 영화 속에서 성적인 취향은 언제나 흐르는 것이며 그것에 대해서 변명이나 죄의식을 필요가 없는 것으로 그려진다. 또한 성 정체성의 문제는 정치적인 접근이 아니라 오히려 농담스런 어조가 느껴질 정도로 언제나 변화 가능한 것으로 재현되고 있다. 로맨스 코메디 전통과 관습은 동성애와 이성애의 구분을 무력하게 하면서 성적인 애정이 발생하는 곳 어디에서든 힘을 발휘한다. 엘리자베스 리저, 저스틴 커크, 그레첸 몰 등의 솔직한 연기와 영리하고 거침 없는 대사들이 영화에 흥을 실어준다.(서울여성영화제 - 김선아),,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,50635,프로듀서스,코미디, 뮤지컬,수잔 스트로맨,네이단 레인, 매튜 브로데릭, 우마 서먼,한때 잘나갔지만 요즘은 만드는 작품마다 실패하는 뮤지컬 제작자 맥스의 사무실에 비용결산을 위해 소심한 회계사 레오가 찾아온다. 장부를 정리하던 레오가 내뱉은 '투자금을 모아 하루만에 공연을 망하게 하면 제작자는 오히려 거액을 챙길 수 있다'는 한마디에 맥스는 레오를 꼬셔 브로드웨이에서 가장 형편없는 뮤지컬을 만들겠다는 음모를 세운다. 최악의 시나리오, 감독, 배우를 섭외하여 만든 그들의 작품이 뜻밖에도 최고의 히트작이 되고 만다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67090,프로포즈 대작전,드라마,나리타 아키라, 카토 히로마사,야마시타 토모히사, 나가사와 마사미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,56362,플루토에서 아침을,코미디, 드라마,닐 조단,킬리언 머피, 스티븐 레아,장미와 캔디 그리고 미니스커트, 모피, 스타킹, 샤넬 No.7… 이게 다 뭐냐고요? 모두, 제가 사랑하는 것들이랍니다. 전 남자아이에요. 여자가 되고 싶은… 이름은 패트릭이죠. 하지만 그냥 키튼이라 불러 주세요. 전 그 이름이 좋거든요.   전 갓난 아기였을 때 성당 앞에 버려졌어요. 저를 버린 엄마는 아마 제가 이렇게 섹시한 여자로 자란 걸 보면 좀 후회할 지도 모르죠. 저는 엄마를 ‘유령 숙녀’라 부른답니다. 엄마는 잠들지 않는 도시 런던이 삼켜버렸대요. 전 어렸을 때 그 이야기를 들었고, 어느 날 유령 숙녀를 찾으러 런던으로 떠날 결심을 했답니다.   런던은 사실, 최악이었어요. 런던엔 심각한 일들만 가득한 거 같아요. 그렇다고 우울해할 제가 아니죠. 전 딱딱한 건 질색이거든요. 제가 과연 유령 숙녀를 찾을 수 있을까요? 이 길고 긴 여행을 마치면 달콤하고 평화로운 아침을 먹을 수 있을까요? 제 이야기의 끝을 두고 내기를 걸어보는 건 어때요? 일단 나는 해피엔딩에 나의 소중한 한표를 던지죠~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,102135,필라델피아는 언제나 맑음 시즌3,드라마,,찰리 데이, 케이틀린 올슨, 글렌 하워튼,필라델피아에서 아일리쉬 펍을 운영하는 친구들의 이야기.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,43530,하나,코미디, 드라마,고레에다 히로카즈,오카다 준이치, 미야자와 리에,아버지의 복수를 위해 길을 떠난 얼짱 훈남 사무라이 소자에몬(오카다 준이치)은 원수가 살고 있다는 정보를 입수하고 에도의 한 마을에 정착한다! 그러나 복수를 하는 일보다는 마을 사람들과 어울리고 동네 아이들을 가르치는 일에 더 마음이 가는 소자에몬, 게다가 이웃집에 살고 있는 예쁜 여인 오사에(미야자와 리에)도 자꾸 신경이 쓰인다.  사실 검 한 번 휘둘러본 적 없는 초보 무사 소자, 결국 그의 싸움 실력은 들통이 나고, 마을 사람들은 복수에 성공할 수 있겠냐며 오히려 걱정을 한다. 그러던 어느날 원수 카나가와(아사노 타다노부)를 찾아낸 소자, 그러나 과거의 일은 잊고 열심히 살아가고 있는 그에게 복수를 하려니 선뜻 결심이 서지 않는다. 고심하던 소자는 모두가 행복해질 수 있는 특별한 복수극을 준비하는데.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65859,하늘만큼 땅만큼,드라마,문보현,박해진, 이주현, 한효주,상현과 은주의 결혼식 날. 하객들 틈에 끼여서 결혼을 축하해주는 두 사람이 있다. 정무영, 명자와 지수는 끝까지 나타나지 않은 무영 때문에 속상해했지만 무영은 하객들 틈에 숨어서라도 이 결혼을 볼 수 있어서 좋았고, 보고 싶은 가족들과 오래된 친구 지수까지 볼 수 있어서 좋았다. 또 다른 한 사람 한봉례, 이름조차 적지 못한 거금의 축의금을 냈지만 자신을 위해선 만두 하나 사먹는 돈도 아낀다. 그러나 모두의 축복 속에서 신혼여행지에 무사히 도착한 상현과 은주는 결혼 전 약속했던 분가문제에 대한 이견으로 첫날부터 부딪히는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,39795,하몽 하몽 2,드라마, 범죄, 스릴러,안드레스 웨이스브러스,안토넬라 라이오스, 네스터 캔틸라나, 후안 파블로 미란다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64918,하얀 거탑,드라마,안판석,김명민, 이선균,대학병원내의 냉혹한 암투와 치열한 대결담을 그릴 본격 메디컬 드라마. 야망으로 가득 찬 천재 외과 의사 장준혁(김명민 분)과 진정한 인술을 펼치려는 내과 의사 최도영(이선균 분)을 중심으로 의료계의 다양한 모습과 인간 군상의 선하고 악한 모습을 적나라하게 보여줄 예정이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65435,한니발 라이징,스릴러, 드라마,피터 웨버,가스파르 울리엘, 리스 이판, 공리,2차대전이 벌어지고 있는 라트비아. 전쟁의 포화를 피해 겨우 살아남은 어린 남매는 숲 속에 숨어있다 독일군에 발각된다. 추위와 굶주림에 떨던 독일군인들은 어린 여자아이를 살인 후 식육하기에 이른다. 살아남은 소년은 공포심으로 말을 잃은 채 소련군이 운영하는 고아원에 수용된다. 그는 고아원 아이들의 무자비한 괴롭힘과 엄숙한 고아원의 규율에 서서히 반항하기 시작하며 평범하지 않은 소년의 면모를 보인다. 그가 바로 젊은 한니발 렉터이다. 그는 고아원에서 기막힌 방법으로 탈출에 성공하여 유일하게 살아있는 친척인 삼촌이 살고 있는 파리 근교로 향한다.   그러나 삼촌은 돌아가시고, 그의 아름다운 일본인 미망인이자 겐지 이야기 저자의 후손인 레이디 무라사키만이 한니발을 반긴다. 레이디 무라사키는 헌신적으로 한니발의 지친 심신을 회복하고, 일생의 열정을 일깨우는데 도움을 준다. 또한 그 과정을 통해 한니발은 잃었던 목소리도 되찾게 된다. 하지만 그런 그녀도 그 스스로를 죄고 있는 악몽의 수렁에서 구할 수는 없었다.   어느 날 레이디 무라사키를 추행하는 마을의 도살업자를 자신만의 잔인한 방식으로 처리한 한니발은 살인 본능에 눈을 뜬다. 이 후 여동생의 복수를 본격적으로 준비하기 시작한 한니발은 라트비아로 돌아가 잔혹하고 질긴 피의 여정을 시작되는데.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63024,할리우드랜드,범죄, 드라마, 미스터리, 스릴러,앨런 콜터,애드리언 브로디, 다이안 레인, 벤 애플렉,1959년 06월 16일, 로스앤젤레스. 인기 TV시리즈 &amp;lt슈퍼맨의 모험&amp;gt에서 슈퍼맨 역을 맡아 인기를 한 몸에 받았던 스타배우 조지 리브스가 할리우드의 자택에서 단 한발의 총상으로 숨져있는 것이 발견된다.   총알보다 빠른 사나이의 이유 없는 죽음은 약혼자인 레오노어 레몬과 수백만 명의 팬들에게 충격과 슬픔을 안겨주었고," ""자살일까? 타살일까?""하는 의문만 무성한 가운데 LA경찰은 조지 리브스의 죽음을 자살로 종결 짓는다. 하지만 아들의 죽음에 강한 의문을 품고 아들이 살해되었다고 확신하는 조지의 어머니 헬렌 베솔로는 사립 탐정 루이스 시모를 고용하여 조지의 죽음을 조사하도록 한다.   루이스 시모는 조사 과정에서 조지 리브스가 영화사 MGM의 사장 에디 매닉스의 부인인 토니 매닉스와 불륜의 관계였음을 알게 된다. 루이스 시모는 토니와의 관계가 조지 리브스의 죽음에 숨겨진 비밀을 풀 실마리로 확신한다. 하지만 그가 진실에 한걸음씩 다가갈수록 할리우드의 추악한 모습이 조금씩 드러난다. 과연 조지 리브스의 죽음과 연관된 비밀들이 밝혀질 것인가?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,57095,해리 포터와 불사조 기사단,판타지, 가족, 모험, 액션,데이빗 예이츠,다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트,길고도 지루한 여름 날 호그와트 마법학교 다섯 번째 해를 기다리고 있는 해리포터(다니엘 래드클리프). 이모부 더즐리 식구들과 참고 사는 것도 지겨운데다 친구 론(루퍼트 그린트)과 헤르미온느(엠마 왓슨)에게서는 편지 한 통 오지 않는다. 그러던 중 예상치 못했던 편지 한 장이 도착한다. 그것은 해리가 학교 밖인 리틀 위닝에서 얄미운 사촌 두들리, 즉 머글 앞에서 디멘터들의 공격을 막는 마법을 사용했기 때문에 호그와트 마법학교에서 퇴학 당하게 되었다는 소식이었다. 앞이 캄캄한 해리. 갑자기 어둠의 마법사 오러들이 나타나 해리를 불사조 기사단의 비밀 장소로 데리고 간다.  시리우스(게리 올드만)를 위시한 불사조 기사단을 만난 해리는 과거, 부모님들의 활약상을 알게 되어 힘을 얻고, 자신을 퇴학시키기 위해 마법부 장관 코넬리우스 퍼지(로버트 하디)가 법정에 세우지만 덤블도어 교장(마이클 갬볼 경)의 중재 덕분에 무죄 판결까지 받는다. 하지만 예언자 일보는 볼드모트(랄프 파인즈)가 돌아왔다는 해리의 말이 새빨간 거짓말이라며 비난하고 학생들 역시 해리를 의심하며 따돌린다. 게다가 자신이 가장 힘들어 할 때 도움을 주던 덤블도어 교장까지도 이유 없이 해리를 멀리하고….   한편, 덤블도어도 못마땅한데 해리의 퇴학마저 무산이 되자 마법부 장관은 ‘어둠의 마법방어술’ 과목에 돌로레스 엄브릿지(이멜다 스털톤)를 교수로 임명한다. 하지만 엄브릿지의 마법방어술 수업은 학생들이 어둠의 힘으로부터 스스로를 지켜내기는커녕 오히려 곤경에 빠지게 한다.   이에 헤르미온느와 론은 해리의 능력을 믿고 자칭 ‘덤블도어의 군대’라고 명명한 비밀단체를 조직한다. 해리는 어둠의 마법에 맞서 스스로를 지켜낼 수 있는 방법을 학생들에게 가르쳐주며 앞으로 닥칠 격전에 대비시킨다. 그러나 밤마다 불길한 사건을 예견하는 악몽에 시달리는 해리. 이제 볼드모트와의 대결이 머지 않았음을 느끼게 된다. 시리우스가 공격 당하는 악몽을 꾼 해리는 덤블도어 군대와 함께 마법부 미스터리 부서 예언의 방으로 향한다. 그리고 이어 나타난 죽음을 먹는 자들…. 빛의 마법과 어둠의 마법간의 불꽃 튀는 대결 해리포터와 불사조 기사단, 호그와트의 운명이 그들에게 달렸다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65535,해부학 교실,공포, 미스터리,손태웅,한지민, 오태경, 온주완,선화, 중석, 기범, 은주, 경민, 지영은 자부심 높은 의대 본과 1학년으로 같은 해부학 실습의 팀원들이다. 당당하고 영민한 선화(한지민), 넘치는 자신감을 가진 병원 이사장의 아들 중석(온주완), 팀원들의 리더 기범(오태경), 공부만큼은 누구에게도 지지 않으려는 모범생 은주(소이), 의사가 되기엔 너무나 심약한 경민(문원주), 공부는 뒷전이지만 섹시함과 도도함으로 무장한 지영(채윤서)이 그들이다. 각자 최고의 외과의사가 되기 위해 끝없이 경쟁하면서도 끈끈한 우정으로 같은 팀을 이루던 그들을 기다리는 것은 바로 해부학 실습! 긴장감 넘치는 해부학 실습 첫 날, 여섯 명의 의학도들은 두려움을 애써 감춘 채 그들을 위해 준비된 카데바(해부용 시체)를 기다리는데…   선화를 비롯한 팀원들에게 배정된 젊고 아름다운 카데바. 그러나 그 카데바를 접한 후, 팀원들은 알 수 없는 환청과 환영에 시달리게 된다. 연이은 사고와 팀원의 죽음으로 해부학교실은 핏빛으로 물들고, 팀원들은 알 수 없는 존재가 자신들을 향해 다가오고 있음을 직감한다. 그리고 이 모든 죽음의 비밀 한 가운데 자신들이 해부한 카데바의 여인이 있음을 알게 되고 살아남기 위해 그녀의 과거를 추적하기 시작하는데…,,,,,,,,,,,,,,,,,,,,,,
2007,102825,해피투게더 3,,윤고운, 정희섭, 신수정,유재석, 박명수, 전현무,스타들이 펼치는 재미있는 게임과 진솔한 토크를 통해 자극적이고 단순한 웃음을 탈피하고 모든 세대를 아우르는 유익하고 즐거운 시간을 마련하는 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,62727,행복,드라마, 멜로/로맨스,허진호,황정민, 임수정,서울에서 클럽을 운영하며 자유분방한 생활을 즐겨온 영수(황정민). 운영하던 가게는 망하고 애인 수연(공효진)과도 헤어지고, 설상가상으로 심각한 간 경변까지 앓게 된 영수는 주변에 유학 간단 거짓말을 남기고 도망치듯 시골 요양원 ‘희망의 집’으로 내려간다.   8년째 요양원 ‘희망의 집’에서 살며 스텝으로 일하고 있는 은희(임수정). 숨이 차면 죽을 수도 있는 중증 폐질환 환자지만 은희는 밝고 낙천적이다. 자신의 병에 개의치 않고 연애에도 적극적인 은희는, 첫날부터 자꾸만 신경 쓰이던 영수에게 먼저 다가간다.   지루한 시골 요양원, 미래 따윈 보이지 않는 비참한 상황에서 영수 역시 아픈 것도 무서운 것도 없어 보이는 은희에게 의지하게 되고, 손을 잡고, 키스를 하고, 밤을 함께 보내면서 보통의 커플들처럼 그렇게 행복한 연애를 시작한다. 그리고 두 사람은 요양원을 나와 함께 살기 시작한다.   1년 뒤. 은희의 도움으로 건강을 되찾은 영수는, 마냥 행복한 은희와는 달리 둘만의 생활이 점점 지루해진다. 궁상맞은 시골 생활도, 언제 죽을 지 모르는 병약한 은희도 부담스러워진 영수 앞에 때마침 서울에서 수연이 찾아오는데……,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64354,행복을 찾아서,드라마,가브리엘 무치노,윌 스미스, 제이든 스미스,한물간 의료기기를 판매하는 세일즈맨 크리스 가드너(윌 스미스)는   물건을 팔기 위해 매일 최선을 다하지만 일은 마음대로 되지 않는다.  결국 아내까지 집을 떠나고, 길거리로 나앉는 신세로 전락한다.    하지만 하나뿐인 아들 ‘크리스토퍼’(제이든 스미스)를 위해서라면  살아남아야 하는 그에게 인생 마지막 기회가 다가온다.    60대 1이라는 엄청난 경쟁 속에서  반드시 행복해져야 하는 그의 절실한 도전이 시작되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65860,행복한 여자,드라마,김종창,윤정희, 김석훈,새해 초부터 황홀한 꿈을 꾼 지연(윤정희 분)은 신나는 기분으로 하루를 시작하지만, 아침부터 평소와 다를 바 없는 일상이다. 가뜩이나 지연을 못마땅해 하는 시댁에서는 직장을 핑계로 시어머니의 생신상을 차리는데 와보지도 않는다고 구박이고, 회사에서는 지연의 디자인이 계속 문제가 되어있다. 아이디어를 찾기 위해 도매상가 악세사리 매장으로 시장 조사를 나가는 지연. 태섭(김석훈 분)과 부딪치고 난 뒤 지갑이 없어지고... 태섭을 소매치기로 생각해 뒤쫓지만 이미 사라지고 난 뒤다. 초보형사인 태섭(김석훈 분)은 오래 전부터 쫓고 있던 살인 용의자를 추격중이다. 지연의 지갑을 소매치기하는 용의자를 발견하고 선배 강형사와 함께 막다른 골목까지 쫓아가지만, 용의자는 칼을 뽑아 태섭과 강형사에게 달려드는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,52553,향수 - 어느 살인자의 이야기,드라마, 스릴러,톰 티크베어,벤 위쇼, 더스틴 호프만,18세기 프랑스 생선시장에서 태어나자마자 사생아로 버려진 ‘장바티스트 그르누이’. 불행한 삶 속에서 그의 유일한 즐거움은 천재적인 후각으로 세상을 바라보는 것. 그러던 어느 날 그는 파리에서 운명적인 ‘여인’의 매혹적인 향기에 끌리게 된다. 그 향기를 소유하고 싶은 욕망에 사로잡힌 그는 향수제조사 ‘주세페 발디니’의 후계자로 들어간다.     뛰어난 후각으로 파리를 열광시킬 최고의 향수를 탄생시키지만, ‘여인’의 매혹적인 향기를 온전히 소유할 수 없었던 그는 해결책을 찾아 ‘향수의 낙원, 그라스’로 향하게 된다. 마침내 그곳에서 그는 그토록 원했던 자신만의 향수를 만드는 방법을 알아낸다. 한편 ‘그라스’에서는 아름다운 여인들이 나체의 시신으로 발견되는 의문의 사건이 계속되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,62640,허니와 클로버,멜로/로맨스,타카타 마사히로,아오이 유우, 사쿠라이 쇼,"{""초원을 만들려면 꿀과 클로버가 필요하다"" - 에밀리 디킨슨}   5평짜리 방에 방음은 제로인 낡은 아파트에 모여 사는 가난한 미대생들", 순정파 짝사랑남인 마야마(카세 료)와 순진무구한 소심청년 다케모토(사쿠라이 쇼)는 하나모토 교수의 조카이자 미술에 천재적인 재능을 가진 하구(아오이 유우)를 만나게 된다. 다케모토는 열정적으로 그림을 그리는 하구에게 첫눈에 반하지만 소심한 성격 탓에 좀처럼 가까워지지 못하고, 연상의 여인를 짝사랑중인 마야마를 언제나 바라보고 있는 아유(세키 메구미). 어느 날, 괴짜천재 모리타(이세야 유스케)가 여행에서 돌아오며 5명을 둘러싼 사랑의 화살표는 복잡해지기 시작하는데.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,48742,허브,드라마,허인무,강혜정, 배종옥, 정경호,스무살 차상은. 이쁘고, 착하고, 종이접기의 비상한 재주도 있다. 게다가 사랑하는 가족과 친구들도 있다. 그러나 그녀에게는 비밀이 있었으니...바로 영원히 일곱 살의 지능이라는 것. ‘정신지체 3급‘이라는 ’지각생‘으로 세상을 배워가는 상은이. 주민등록증을 발급받고 즐거워하지만 아직 그녀는 모르는 게 너무 많다!   동화 속 공주 매니아인 상은은 왕자님을 만나는 것이 소원이다. 어느날 거대한 머리의 포돌이 인형 옷 속에서 찬란한 미소와 함께 등장한 교통의경 종범을 본 후, 그가 ‘야수’에서 마법이 풀린 왕자님이라고 확신하는데... 종범도 그녀가 싫지 않은 눈치다. 처음 느끼는 두근거림에 잠도 안 오고 행복해하는 상은이. 그런데 병원에 다녀오신 엄마는 왜 울고 계신거지?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
