year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2010,135616,윤하, 일본을 담다,,,윤하,호소력 있는 음색, 파워풀한 가창력으로 도쿄를 사로잡은 한국인 가수 윤하. ‘오리콘의 혜성’ 윤하가 일본에 간다!  일본 관광대사로 활동 중이며, 가수 데뷰의 꿈을 이루어준 각별한 인연이 있는 일본. 소녀였던 윤하가 10대 시절을 일본에서 보낸 만큼 일반 여행자와는 다른 시선으로 그녀의 이야기를 시작한다. 일본의 음식, 관광 명소, 데이트 코스… 여행을 통해 얘기하는 윤하의 일본이야기가 시작된다.,,,,,,,,,,,,,,,
2010,78148,음란 도쿄걸,드라마,마츠오카 쿠니히코,히라사와 리나코, 미나미, 사카이 아즈사,일본 어느 대학 인문사회 연구과의 명망있는 부교수 나카가와 시로. 어느 날 그의 딸임을 주장하는 나나가 나타나면서 그의 삶은 혼란으로 치닫는다. 팜므파탈의 고혹적인 섹시함을 자랑하는 나나는 비참한 어린 시절을 보낸 후 아버지 나카가와에게 복수를 결심하고 그에게 하나씩 자신의 음란하고 난잡한 계획들을 실천해 나가는데…. 대학에서 열심히 강의하고 있는 나카가와 교수 앞에 어느 날 딸임을 주장하는 나나가 나타난다. 나카가와는 비로소 그 애가 옛날 사귀던 여자 사이에서 태어난 딸이란 걸 알게 되어 당황한다. 비참하게 태어나 가난하게 어린 시절을 보내고 엄마를 잃어야 했던 나나는 그 모든 것이 아빠인 나카가와 때문이라고 생각해 복수를 하기로 다짐한다. 나나는 먼저 나카가와의 딸인 에미에게 접근해 친하게 지내면서 그의 집까지 드나들어 부인을 떠나게 만들고 에미에게 몹쓸 짓을 저질러 에미마저 구렁텅이에 빠지게 하는데…,,,,,,,,,,,,,,,,,,
2010,80188,음란한 게이샤,에로,조조 히데오,호노카, 마츠우라 유야, 시마다 사유리,오하루는 기녀로 하루하루 지옥 같은 나날을 보내며 살고 있다. 그런 속에서 손님을 빼앗았다는 이유로 같은 기녀인 하즈키에게 혼이 나서 몸과 마음이 만신창이가 된다. 하지만 하즈키 역시 좋아하는 남자에게 버림 받고 죽음을 당하는 불행한 일을 당한다. 그러던 어느 날 오하루는 고향친구였던 신기치를 만나 사랑에 빠진다. 신기치 역시 머슴으로 살면서 불행한 삶을 살고 있었고 그 날로 그 둘은 도망을 갈 계획을 세운다. 하지만 주인 돈을 훔치려던 신기치가 죽음을 당하고 결국 오하루는 다시 기녀 집으로 돌아온다.,,,,,,,,,,,,,,,,,,
2010,80044,음란한 스튜어디스,에로,타키시마 히로요시,카와무라 치사토, 요시유키 유미,스튜어디스인 료코는 조종사 남편에게 폭행을 당해서 계속 돈을 요구하고 있는 레이와 아키라 일당에게 괴롭힘을 당하고 있었다. 그러던 어느 날 남편의 사랑을 받지 못하고 있다고 느낀 료코는 충동적으로 그들과 같이 집을 가출하게 되고 그들이 자해로 돈을 벌고 있다는 것을 알게 된다. 하지만 남편의 무관심 속에 살던 료코는 그들에게 빠져 위험함을 즐기면서 그들과 함께 일을 하게 되는데……,,,,,,,,,,,,,,,,,,,
2010,135417,음란한 영어강사,에로,노지리 카츠미,쿄카 우치다, 사토미 요코,배우지망생 하세가와 레이. 오디션 끝에 한 TV영어강좌 프로그램의 진행을 맡는데.. 오래지 않아 그녀는 스타의 반열에 오르기 시작하고, 거대기획사 옐로우의 요코야마로부터 거액의 스카우트를 제의 받게 된다. 한편 어느날부터 그녀의 집에 누군가 다녀간 듯한 흔적이 발견되고.. 그리고 그녀가 좋아하는 음식부터 은밀한 비밀까지도 모두 알고 있는 요코야마. 그의 목적이 서서히 드러난다.,,,,,,,,,,,,,,,,,,
2010,80669,음란한 치한전철,에로, 드라마,타로 한페이,미히로, 미시노 아이,대학을 졸업하고 회사에 다니고 있는 가오리는 매일 출근하는 지하철에서 치한들에게 속수무책으로 성희롱을 당한다. 그리고 회사에 나오면 과장인 미도리카와에게 당하면서도 말할 용기가 없는 그녀는 그런 자신을 원망만 하고 있을 뿐이었다. 그러나 용기를 내 동료이자 친구인 아스카와 함께 과장의 뇌물 비리를 사장에게 알려 과장을 해고시킨다. 그 후 해고된 과장은 앙심을 품고 가오리와 그녀의 애인인 가도카와를 찾아와 수치심을 준다. 하지만 과장의 애인인 가즈요가 찾아와 그를 용서해달라고 한다. 그 후 가오리는 회사를 그만두고 가도카와와 헤어져 독립적인 여성으로 살아갈 것을 맹세한다.,,,,,,,,,,,,,,,,,,
2010,52548,의형제,액션, 드라마,장훈,송강호, 강동원,6년 전. 서울 한복판에서 일어난 의문의 총격전. 그곳에서 처음 만난 두 남자, 국정원 요원 한규와 남파공작원 지원. 작전 실패의 책임을 지고 한규는 국정원에서 파면당하고, 지원은 배신자로 낙인 찍혀 북에서 버림받는다. 그리고, 6년 후.. 우연히 마주친 두 사람은 서로의 신분을 속이고 각자의 목적을 위해 함께 하게 되는데..적 인줄만 알았던 두 남자. 그러나 시간이 지날수록 친구로서 남자로서 서로를 이해하기 시작한다. 그러던 어느 날, 지원에게 6년 전 그날처럼 북으로부터 지령이 내려오게 되고 한규와 지원은 인생을 건 마지막 선택을 하게 된다.,,,,,,,,,,,,,,
2010,74629,이그잼,스릴러,스튜어트 하젤딘,루크 마블리,숨이 턱 막힐 것만 같은 음산한 분위기의 밀실. 창문 하나 없고 오직 8개의 책상과 의자만 덩그러니 놓여 있을 뿐인 이곳은 세계 최고기업 입사시험 마지막 관문을 치르기 위한 공간이다. 긴장감이 감도는 시험장에 서로 다른 성별, 인종, 외모를 가진 정체불명의 엘리트 응시자 8명이 들어온다. 그들은 모두 세계 최고기업 입사시험의 마지막 관문을 앞두고 있다. 압도적인 카리스마와 냉정함이 물씬 풍기는 시험 감독관은 응시자들에게 세가지 규칙을 알려준다. 첫째, 감독관과 경비에게 대화를 시도하지 말 것. / 둘째, 자신의 시험지를 손상시키지 말 것. / 셋째, 어떤 이유로든 이 방을 나가지 말 것. 규칙을 어긴 사람은 바로 실격처리 된다는 얘기와 함께 감독관은 단 하나의 해답만이 있을 뿐이며 시험시간은 80분이라고 말한다. 감독관은 그 즉시 타이머를 작동시키고 방을 나간다. 응시자들은 시험 문제지를 확인하지만 거기에는 아무것도 쓰여있지 않자, 적잖이 당황하기 시작한다. 시간은 점점 흐르고 응시자의 초조함은 더해만 간다. 바로 그때, 응시자 중, 한 명이 시험 문제지에 글을 쓰자마자 실격되어 밀실에서 쫓겨나는데...,,,,,,,,,,,,
2010,85789,이글이글,드라마,유동환,김동희, 이원종, 변우민,,,,,,,,,,,,,,,,,,,
2010,52326,이끼,드라마, 범죄,강우석,정재영, 박해일, 유준상,도시 생활에 염증을 느껴왔던 해국(박해일 분)은 20년간 의절한 채 지내온 아버지 유목형(허준호 분)의 부고 소식에 아버지가 거처해 온 시골 마을을 찾는다. 그런데 오늘 처음 해국을 본 마을 사람들은 하나같이 해국을 이유 없이 경계하고 불편한 눈빛을 던지는데... 아버지의 장례를 마치고 마련된 저녁식사 자리. 마치 해국이 떠나는 것을 축하하기 위해 모인 것 같은 마을사람들에게 해국은 `서울로 떠나지 않고 이 곳에 남아 살겠노라` 선언을 한다. 순간, 마을 사람들 사이에는 묘한 기류가 감돌고, 이들 중심에 묵묵히 있던 이장(정재영 분)은 그러라며 해국의 정착을 허한다. 이장 천용덕의 말 한마디에 금세 태도가 돌변하는 마을사람들. 겉보기에는 평범한 시골 노인 같지만, 섬뜩한 카리스마로 마을의 모든 것을 꿰뚫고 있는 듯한 이장과 그를 신처럼 따르는 마을 사람들. 해국은 이곳 이 사람들이 모두 의심스럽기만 한데...,,,,,,,,,,,,,,
2010,51624,이번 일요일에,드라마, 멜로/로맨스, 가족,켄모치 사토시,윤하, 이치카와 소메고로, 양진우,제8회 일본영화엔젤대상 수상작을 원작으로 삼아 한국에서 일본으로 유학을 떠난 여대생 소라가 대학 청소부, 신문배달원, 피자배달원으로 일하는 의문의 남자와 얽히면서 벌어지는 일들을 그려낸 잔잔한 휴먼영화. 오직 짝사랑하는 선배와 함께하고 싶어서 엄마의 만류에도 불구하고 일본유학을 감행한 순정파 소녀 소라(윤하). 일본에 도착하자마자 짝사랑 선배 현준(양진우)의 자취방을 찾지만 그는 집안사정으로 학교를 자퇴하고 이미 귀국한 상태다. 오 마이 갓! 청천벽력 같은 소식에 좌절할 시간도 없이 소라에겐 낯선 일본생활과 학교공부의 적응이 무엇보다 중요한 미션. 그러던 중 첫 영상수업에서 ‘흥미의 행방’이라는 주제의 과제를 부여 받고, 도저히 대상을 찾을 수 없어 애만 태우는데… 앗! 바로 저 아저씨다! 언제부턴가 자신의 주변에서 청소부, 피자배달부, 신문배달원으로 동에 번쩍 서에 번쩍 무시로 출몰하는 의문투성이의 남자 마츠모토(이치카와 소메고로)가 소라의 흥미진진 레이더망에 딱 걸리고 마는데… 영화제 소개글. 소라는 고등학교 졸업 후 짝사랑하는 선배의 뒤를 따라 일본으로 유학을 떠난다. 하지만 선배 현준은 집안 사정으로 학교를 자퇴한 후 한국으로 이미 귀국한 상태. 청천벽력 같은 소식에 좌절할 시간도 없이, 낯선 일본에서의 삶과 버거운 학교생활이 그녀를 기다리고 있다. 그러던 어느 날, 소라는 자신의 주변에서 우연히 마주치게 되는 의문투성이의 중년남성 마츠모토를 발견한다. 그는 소라가 다니는 대학의 용역직원이며 밤에는 피자 배달, 새벽에는 신문배달로 언제나 바쁜 하루하루를 살고 있다. 소라는 첫 영상실습과제의 주제인 ‘흥미의 대상’으로 그를 관찰하기로 결정하고 취재하기 시작한다. 그리고 그가 빚을 갚기 위해, 아들의 학비를 위해, 밤낮으로 일하고 있다는 사실을 알게 된다. 소라는 모자라 보이고 늘 손해만 볼 것 같은 마츠모토를 통해 소통을 배우고 성장해 나간다. 영화는 국적, 성별, 세대를 뛰어 넘는 ‘관계’에 대한 이야기이다.,,,,
2010,50163,이상한 나라의 앨리스,판타지, 모험, 가족,팀 버튼,조니 뎁, 앤 해서웨이, 헬레나 본햄 카터,더 이상 소녀가 아닌 19살의 앨리스(미아 와시코우스카 분)가 어쩌다 본의 아니게 또다시 들어간 이상한 나라는 예전에 겪었던 그 이상한 나라가 아니다. 십여년 전 홀연히 앨리스가 사라진 후 이상한 나라는 독재자 붉은 여왕(헬레나 본햄 카터)이 그녀 특유의 공포 정치로 통치하고 있었던 것. 물론 하얀 토끼와 트위들디와 트위들덤 쌍둥이, 겨울잠 쥐, 애벌레와 음흉하게 웃어대는 체셔 고양이 그리고 미친 모자장수(조니 뎁 분)는 붉은 여왕의 공포 정치 속에서도 정신없는 오후의 티타임을 즐기고 있다. 마치 어제 헤어진 친구를 오늘 다시 만난 듯 앨리스의 귀환(?)을 대환영하는 미친 모자장수와 그 친구들. 손가락만큼 작아져버린 앨리스는 모자장수의 정신없는 환대와 붉은 여왕의 공포 정치를 뚫고 이번에도 무사히 집으로 돌아갈 수 있을까?!,,,,,,,,,,,,,,
2010,54349,이웃집 남자,드라마, 코미디,장동홍,윤제문, 서태화, 김인권,이웃집 남자 상수. 나의 꿈은 땅과 벤츠다. 올빽 머리에 흰색 와이셔츠를 입는 전형적인 30대 후반의 부동산업자 상수. 바둑돌 다섯 개를 놓고 내가 세 개를 가져오지 않으면 둘 밖에 가질 수 없는 게 자본주의 원리라고 철석같이 믿는다. 그가 목숨 걸고 진행하고 있는 리조트 사업의 개발 건만 떨어지면 그야말로 벤츠의 꿈이 이루어지는 순간이다. 와이프 윤정에 대한 사랑은 가물거리는 과거이며, 어느 정도 커버린 아들에게도 퉁명스럽기만 하다.  세상에 돈 보다 중요한 것이 있나? 모두가 그렇게 말하지 않을 뿐 세상에 돈보다 중요한 것은 없다. 원하는 것을 얻기 위해서라면, 사기뿐 아니라 그 보다 더한 짓도 할 수 있다. 거울속의 니 자신을 보라는 친구의 말에 잠시 순수했던 시절을 돌아보기도 해보지만, 달라질 것은 없다. 그 때 할 수 없었던 것들을 얼마든지 돈으로 살 수 있게 됐으니까… 돌이키기엔 이미 늦었다. 지금은 그냥 앞만 보고 달리는 거다. 꿈은 이루어졌다. 그러나 인생은 법칙이 있다. 앞만 보며 달려가기도 바쁜데, 예상치 못한 일들이 상수의 발목을 붙잡는다. 주민들의 리조트 개발 저지 시위가 벌어지고 결국 파란만장했던 리조트 건은 해결되지만… 최선생의 자살과 예상하지 못한 윤정의 반전은 상수의 가슴에 커다란 구멍을 낸다. 이 남자, 어디로 가야 할까? 화창한 날씨, 반짝 반짝 빛나는 벤츠. 푸른 하늘을 올려다 보는 상수. 그러나 이때...........,,,,,,,,,,,
2010,74602,이웃집 웬수,코미디, 드라마,조남국,손현주, 유호정, 김성령,판사 앞에 앉아 있는 성재와 지영은 정장 차림의 초췌한 모습으로 멍한 표정을 짓고 있다. 지영과 빨리 이 자리를 모면하고 싶은 듯 성재는 연신 자세를 고쳐 앉는다. 일말의 주저도 없이 도장을 찍는 판사와 찍히는 도장을 보는 지영. 볼일 다 봤다는 듯 바쁘게 걸어나와 누가 잡을세라 성큼 성큼 앞만 보고 가는 성재와 그 뒤로 머릿 속이 다 빈 얼굴로 지영이 걸어나온다. 지영은 갑자기 이혼안하겠다며 악을 쓰듯 말을 하는데...,,,,,,,,,,,,,,,,,
2010,53448,이웃집 좀비,공포, 코미디, 드라마, 멜로/로맨스, 액션, 가족,류훈, 오영두, 장윤정,영건, 류훈, 김여진,좀비 바이러스를 소재로한 여섯가지 내용의 옴니버스 영화. 2010년 바이러스로 초토화된 서울, 우리 이웃의 눈물겨운 좀비 이야기가 시작된다! 신종플루의 기세가 한풀 꺾이고, 다소 불안한 평화가 감돌던 2010년의 서울. 전 세계적으로 퍼지던 ‘좀비 바이러스’가 서울 전역에서 발생하자, 정부는 즉각 계엄령을 선포하고 좀비 감염자를 찾아서 제거하기 시작한다. 한편 시민들은 좀비에 물려 감염될 위험도 무릅쓰고, 그들을 숨겨주고, 먹여주며, 오직 함께 살아남기 위해 온갖 지혜를 모은다. 결국 그들에게 좀비는 제거 대상이기 전에 사랑을 하고, 밥을 주고, 인정도 베풀어야 할 애인이며, 엄마이고, 이웃사촌이기 때문이다. 그러나 정부의 좀비몰이가 더욱 주도면밀해지면서, 좀비들은 점점 더 궁지에 몰리게 되는데…  1.틈사이 - 각본/연출 오영두. 어느 피규어매니아가 알수없는 힘에 의해 무엇인가로 변하게 되는 과정.. 전체 영화의 시발점이 되는 사람의 이야기.  2.도망가자 - 각본/연출 오영두. 한쪽 눈이 변해버린 1차좀비인 남자친구와 멀쩡한 여자친구. 그들의 사랑 이야기와 그들이 어느곳인가로 탈출하려는 이야기.  3. 뼈를 깍는 사랑 - 각본/연출 홍영근. 어머니와 딸.그리고 좀비를 퇴치하기 위해 집에 들어오게되는 경찰특공대와의 이야기.  4. 백신의 시대 - 각본/연출 류훈. 두눈이 다 변했지만 이성을 가지게 된 좀비와 좀비백신과 관련된 거대제약회사 브린델 주식회사와의 싸움이 한 특공대원의 눈을 통해 보여진다.  5. 그이후...미안해요 - 각본/연출 장윤정. 백신의 개발로 좀비가 사라진 도시… 과거 좀비였던 한 남자와 좀비에게 부모를 잃은 한 여자 ..과연 누가 피해자이고 누가 가해자인가? 에 대한 물음에 대한 이야기.  6. 페인킬러 - 각본/연출 홍영근. 본인이 어떻게 변해가는지도 모른채 마감시간과 싸우는 한 작가. 과연 그는 어떤 결말을 맞이 하게되는가에 대한 이야기.
2010,50307,이지 버츄,코미디, 멜로/로맨스,스테판 엘리엇,제시카 비엘, 벤 반스, 크리스틴 스콧 토마스,라리타(제시카 비엘)는 몬테 카를로에서 영국인 존 휘테커(벤 반스)와 충동적으로 결혼한 뒤, 신랑의 가족을 만나기 위해 영국으로 간다. 당연히 존의 가족은 라리타를 탐탁치 않게 여기는데, 특히 존의 어머니(크리스틴 스콧 토마스), 두 여동생 힐다와 마리온은 신혼부부의 사이를 갈라놓아 라리타를 쫓아내려고 안간힘을 쓴다. 그러나 휘태커 씨(콜린 퍼스)만은 유일하게 라리타를 감싸주고 함께 유대를 맺어가는데...  상류사회의 표리부동함과 모순을 꼬집는 코미디. 1928년 알프레드 히치콕 감독에 의해 영화화 된 적이 있음. (amayadory@naver.com / 2008.08.30),,,,,,,,,,,,,,
2010,74879,이층의 악당,코미디, 범죄,손재곤,한석규, 김혜수,연주는 매일같이 반복되는 하루가 무료하고 일상에 지쳐있는 까칠한 여자로, 외모 콤플렉스에 사로잡힌 여중생 딸 성아와 단 둘이 살고 있다. 설상가상으로 경제적인 어려움에 처하게 된 그녀는 비어있는 2층을 세놓기로 결정한다. 때 마침, 이 평범하지 않은 모녀의 주위를 돌며 그녀들의 일거수일투족을 관찰하던 창인. 자신을 작가라 밝힌 그는 소설을 쓰기 위해 두 달간만 지내겠다며 2층 방으로 이사를 오게 된다. 이 후 호시탐탐 기회를 엿보던 창인은 모녀가 집을 비우면 1층으로 내려와 무언가를 찾는 듯 수상한 행동을 하기 시작하고 이를 지켜본 동네 주민들은 그의 정체를 의심하기 시작한다.,,,,,,,,,,,,,,,,
2010,77042,이케맨 뱅크,드라마, 멜로/로맨스,테라우치 코타로,야나기 코타로, 하루, 코타니 요시카즈,선물가게의 만화 삽화를 그리는 일로 하루하루 생계를 유지해가는 가난한 청년 가네조코 나시타로는 월세는 커녕 한끼 식사도 제대로 해결하지 못해 맨밥과 직접 그린 반찬 그림으로 식사를 대신하는 만화가 지망생이다. 열심히 그린 만화는 번번히 출판사에서 거절당하는 나시타로는 새로운 이야기를 구상하느라 여념이 없다.  그러던 어느 날, 보육원 교사를 지망하는 착하고 예쁜 유리에게 한 눈에 마음을 빼앗기게 된 나시타로. 한 번이라도 말을 걸어보려고 안간힘을 쓰지만 알고 보니 그녀를 사랑하는 건 그 뿐만이 아니었다. 남다른 사정을 가진 5명의 남자들이 완소녀 ‘유리’의 주변을 맴돌며 고백하기 위한 눈물겨운 고군분투를 벌이고 있었던 것. 과연 나시타로는 유리를 향한 순정남들의 애틋한 사랑은 모두 물리치고 유리에게 당당히 고백하고 사랑을 쟁취할 수 있을까?,,,,,,,,,,,,,,,,
2010,71499,이클립스,판타지, 멜로/로맨스, 스릴러,데이빗 슬레이드,크리스틴 스튜어트, 로버트 패틴슨, 테일러 로트너,불멸의 사랑을 위해 뱀파이어가 되기로 결심한 벨라. 제이콥은 벨라의 선택을 가로막으며 자신을택하도록 종용하고 이로 인해 에드워드와의 갈등은 더욱 심해진다. 한편 시애틀에서 의문의 연쇄살인사건이 일어나고 에드워드는 곧 이 사건의 배후를 알게 되지만 벨라에게는 비밀로 하는데… 신생 뱀파이어 군대. “뱀파이어가 된 것을 환영한다” 에드워드와 벨라가 소멸한 연인의 복수를 위해 빅토리아가 새롭게 창조한 뱀파이어 집단. 이들은 심한 갈증으로 인해 그 어떤 뱀파이어보다도 강하고 잔인하다. 그 중에서도 리더이자 최고의 초능력을 가진 라일리는 컬렌-퀼렛 연합군에게 가장 위협적인 존재. 컬렌가-퀼렛족 연합군. “목숨을 건 전쟁이 될 거다” 뱀파이어 에드워드의 컬렌가와 늑대인간 제이콥의 퀼렛족은 오래 전부터 서로를 노려온 적대관계. 벨라로 인해 더욱 갈등이 고조되지만 신생 뱀파이어들의 공격을 막기 위해 두 종족은 단호한 결단으로 연합군 결성을 이룬다. 볼투리 가. “우린 두 번의 기회는 주지 않아”뱀파이어 최고의 권력집단. 타인의 기억과 생각을 모두 읽고 고통을 주는 능력으로 모든 뱀파이어들이 가장 두려워하는 종족. 벨라를 뱀파이어로 만들겠다는 에드워드의 약속이 지켜지지 않자 컬렌가를 찾아온다.,,,,,,,,,,,,,,,,
2010,52498,이파네마 소년,멜로/로맨스,김기훈,이수혁, 김민지,첫사랑과 이별한 소년은 헤어진 여자친구가 점점 잊혀지는 게 두렵다. 소년은 그런 속마음을 상상 속 ‘유령 해파리’에게만 솔직하게 털어놓는다.  소년은 바닷가에서 우연히 소녀를 만나 어떤 기억 하나를 떠올린다. 서로를 지켜보던 어느 날 소년은 소녀에게 바다 속 깊은 곳에 다른 사람의 꿈으로 헤엄쳐 들어갈 수 있는 작은 문이 있다고 알려주고, 소녀는 조금 엉뚱한 소년이 점점 좋아진다. 서로에 대해 점점 알아가던 어느 날, 소년이 갑자기 없어지자 소녀는 불안해하며 그를 찾기 시작하는데…,,,,,,,,,,,,,,,,,
2010,100365,이한철의 올댓뮤직,,황국찬,이한철,대중음악 공연에 대한 지역민들의 갈증을 해소시키고 실력 있는 뮤지션들의 라이브 연주를 직접 들을 수 있는 프로그램,,,,,,,,,,,,,,,,,,,,
2010,51943,익스펜더블,액션, 모험, 스릴러, 전쟁,실베스터 스탤론,실베스터 스탤론, 제이슨 스타뎀, 이연걸,바니 로스(실베스터 스텔론)는 두려움도 모르고 찔러도 피 한 방울 나오지 않을 만큼 매정한 용병들의 리더로 그가 유일하게 애정을 갖고 있는 게 있다면 픽업트럭, 수상비행기, 그리고 우직한 용사들로 구성된 그의 팀이다. 전 영국특수부대 SAS 요원이자 칼날 달린 거라면 뭐든 잘 다루는 전문가인 리 크리스마스(제이슨 스태덤), 육탄전의 대가인 잉 양(이 연걸), 무기 전문가인 헤일 시저(테리 크루즈), 노련한 폭파전문가 톨 로드(랜디 커투어), 그리고 정밀 저격의 달인인 군나르 옌슨(돌프 룬드그렌) 등이다. 그러던 어느 날 미스터리 인물, 처치(브루스 윌리스)가 바니에게 아무도 수락하지 않을 만한 일을 권하고 바니와 그의 팀은 늘 해왔던 일처럼 새로운 임무에 착수한다. 바로 ‘빌레나’라는 작은 섬나라에서 살인을 일삼으며 독재자로 군림하고 있는 가자 장군(데이빗 자야스)을 축출하고 주민들을 죽음과 파괴로부터 구하는 것이다. 그러나 전직 CIA요원 제임스 몬로(에릭 로버츠)와 그의 수하 페인(스티브 오스틴)으로 인해 작전은 실패로 돌아가는데…,,,,,,,,
2010,53307,인 디 에어,코미디, 드라마, 멜로/로맨스,제이슨 라이트먼,조지 클루니, 베라 파미가, 안나 켄드릭,지구에서 달까지의 거리보다 더 먼 거리를 날아다니며 1년 322일 미국 전역을 여행하는 미국 최고의 베테랑 해고 전문가 라이언 빙햄(조지 클루니). 그의 특기는 완벽한 비행기 여행, 유일한 목표는 천만 마일리지를 모아 세계 7번째로 플래티넘 카드를 얻는 것. 텁텁한 기내 공기와 싸구려 기내식 서비스에 평온함을 느끼고, 모두가 싫어하는 출장 생활이 집보다 훨씬 편하다는 그. 12살 때, 할머니가 양로원으로 들어가는 걸 보면서 ‘사람은 혼자 죽는다’ 라는걸 이미 깨달았고, 오지랖 넓은 누나의 잔소리를 용케 피해가며 여동생의 결혼식에서도 손은 잡아주지 않을 예정이다.  천만 마일리지 달성을 앞둔 어느날, 온라인 해고시스템을 개발한 당돌한 신입사원 나탈리(안나 켄드릭)가 등장한다. 만일 이 시스템이 도입된다면 해고 대상자를 만나기 위해 전국을 여행할 필요가 없게 된다. 무엇보다, 절망에 빠져있는 사람들에게 온라인 화상채팅으로 해고를 통보하는 것은 베테랑 해고 전문가로서 도저히 받아들일 수 없는 제안! 결국 라이언은 당돌한 신입직원에게 ‘품위있는’ 해고 노하우를 전수하기 위해 생애 처음 동반 출장을 떠나게 된다. 한편, 라이언은 호텔 라운지에서 자신을 꼭 닮은 여인 알렉스(베라 파미가)를 만난다. 자신처럼 마일리지 카드에 흥분하고, 달라붙지 않는 자유로운 연애를 추구하는 자칭 ‘여자 라이언’이 등장한 것! ‘사람의 눈을 볼 때 상대가 내 영혼을 보듯 고요해지는 느낌’을 단 한번도 가져본 적이 없다는 라이언 빙햄은 알렉스와의 만남을 통해 생애 처음으로 진실한 관계에 대해 고민하게 되는데… 목적지 없이 떠도는 당신의 인생… 괜찮나요?,,,,,,,,
2010,74586,인생은 아름다워,,정을영,송창의, 이상윤, 남상미,민재는 요리 프로그램 녹화가 늦게 끝나는 바람에 시어머니 공항 마중에 늦는다. 시어머니는 늙은이를 40분이나 길에서 떨게 했다고 분통을 터뜨리지만 민재는 40분이 아니라 14분이라고 정색한다. 고부 사이에 팽팽한 긴장감이 감돌자 가족들도 안절부절 못한다. 한편 앞마당에서 펜션 손님들의 바베큐 파티를 거들던 호섭은 낮선 노인의 방문에 의아해 하고 친할아버지도 몰라보냐고 꾸짖는 노인의 호통에 깜짝 놀란다.,,,,,,,,,,,,,,,,,,
2010,52515,인셉션,액션, 모험, SF, 스릴러,크리스토퍼 놀란,레오나르도 디카프리오, 와타나베 켄, 조셉 고든 레빗,타인의 꿈에 들어가 생각을 훔치는 특수 보안요원 코브. 그를 이용해 라이벌 기업의 정보를 빼내고자 하는 사이토는 코브에게 생각을 훔치는 것이 아닌, 생각을 심는 ‘인셉션’ 작전을 제안한다. 성공 조건으로 국제적인 수배자가 되어있는 코브의 신분을 바꿔주겠다는 거부할 수 없는 제안을 하고, 사랑하는 아이들에게 돌아가기 위해 그 제안을 받아들인다. 최강의 팀을 구성, 표적인 피셔에게 접근해서 ‘인셉션’ 작전을 실행하지만 예기치 못한 사건들과 마주하게 되는데…  꿈 VS 현실 시간, 규칙, 타이밍 모든 것이 완벽해야만 하는, 단 한 번도 성공한 적 없는 ‘인셉션’ 작전이 시작된다!,,,,,,,,,
2010,73478,인플루언스,드라마,이재규,이병헌, 한채영, 조재현,미스터리한 공간 DJC의 안내자 W(이병헌), 그와 영원히 함께하기 위해 거대한 수조 속에 갇힌 아름다운 여인 J(한채영)로부터 초대받은 앵커 김우경(전노민), 옥셔니스트 최동훈(김태우)은 돌이킬수 없는 선택의 기로에 놓이게 된다. W는 어느날 부터 정체 불명의 사나이의 집요한 추적을 받게 되고, 100년의 시간을 초월해 유리벽 사이로 서로를 바라봐야하는 W와J의 숨겨진 과거가 서서히 드러나기 시작하는데...,,,,,,,,,,,,,,,
2010,70000,일라이,액션, 모험, 드라마, SF, 스릴러, 서부,알버트 휴즈, 알렌 휴즈,덴젤 워싱턴, 게리 올드만,모든 생명이 잿빛으로 변해가고, 물 한 모금조차 얻기 힘든 인류. 멸망의 위기에 놓인 세상을 구할 수 있는 마지막 열쇠 둘러싼 목숨을 건 대결이 시작된다! 지상 최후의 문명 도시로 이를 전달하기 위해 지키려는 자, 일라이. 그리고 세계 지배를 위해 이를 빼앗으려는 자, 카네기. 이들은 각자의 목적을 위해 서로를 공격하는데…,,,,,,,,,,
2010,103658,일요일이 좋다 - 런닝맨,,,유재석, 지석진, 김종국,,,,,,,,,,,,,,,,,,,
2010,77908,자유인 이회영,드라마,신창석,정동환, 안재모, 이아이,중국에서 일어난 일본 영사관 폭파사건 등을 중심으로 독립 운동가들의 삶과 생활을 다룬 이야기,,,,,,,,,,,,,,,,,,
2010,75529,자이언트,드라마, 액션,유인식,이범수, 박진희, 주상욱,,,,,,,,,,,,,,,,,,
2010,72999,자전거 드림,모험, 다큐멘터리,스티븐 오어배치,패트릭 오티시어, 캣 버게,1982년부터 개최해 온 역사 깊은 대회, 영화의 출연자 모두 ‘10일 안에 자전거로 미국 횡단 하기 The Race Across America(RAAM)’에 참여하는 도전자이다. 3,000 마일의 자전거 여정 동안, 자신을 극한으로 몰아 넣으며 신체적 한계를 테스트하고, 피니쉬 라인에서 과연 무엇을 발견하게 될 것인가에 대한 열망으로 대회에 참가한 이들은 동료의 사망과 끔찍한 사고를 겪으며," 이 대회가 더 이상 신체적 한계가 아닌 자신의 정신적 한계를 시험하는 일임을 깨닫게 된다. 그리고 기나긴 여정의 끝에서 모든 도전자들은 가장 꿈꿔왔던 자신만의 이상을 실현하게 될 것이다""",,,,,,,,,,,,,
